,material_id,symbols,spin_polarized,bandgap,fermi_energy,is_metal,space_group_number
81,3_scan/mp-1300043,"['Cs', 'Cs', 'Cs', 'Cs', 'Rb', 'Rb', 'In', 'In', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': False, 'energy': 4.3847000000000005, 'transition': '(-0.500,0.500,0.500)-(0.000,0.000,0.000)'}",-1.22736612,False,14
82,3_scan/mp-1300116,"['Cs', 'Cs', 'Cs', 'Cs', 'Tl', 'Tl', 'As', 'As', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",False,"{'direct': True, 'energy': 1.8306, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",1.56410034,False,1
83,3_scan/mp-1300241,"['Cs', 'Cs', 'Cs', 'Cs', 'Tl', 'Tl', 'In', 'In', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",False,"{'direct': False, 'energy': 3.1431999999999998, 'transition': '(0.000,0.000,0.000)-(0.000,0.500,0.500)'}",0.14992882,False,1
84,3_scan/mp-1113363,"['Cs', 'Cs', 'Ce', 'Cu', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': False, 'energy': 3.3059, 'transition': '(0.500,0.000,0.000)-(0.000,0.000,0.000)'}",1.84122387,False,225
85,3_scan/mp-1300095,"['Cs', 'Cs', 'Cs', 'Cs', 'Rh', 'Rh', 'Au', 'Au', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': False, 'energy': 1.6216999999999997, 'transition': '(0.000,0.000,0.000)-(0.000,0.500,0.500)'}",1.02863416,False,15
86,3_scan/mp-1300133,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'K', 'Pd']",True,"{'direct': False, 'energy': 0.5403000000000001, 'transition': '(0.500,0.000,0.000)-(0.500,0.500,-0.256)'}",0.5474048,False,1
87,3_scan/mp-1300128,"['Cs', 'Cs', 'Cs', 'Cs', 'Rb', 'Rb', 'As', 'As', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': False, 'energy': 3.7843999999999998, 'transition': '(0.000,0.500,0.500)-(-0.500,0.000,0.000)'}",-0.41410576,False,14
88,3_scan/mp-23108,"['Cs', 'Cs', 'Na', 'U', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': True, 'energy': 1.7046000000000001, 'transition': '(0.500,0.500,0.500)-(0.500,0.500,0.500)'}",3.42458244,False,148
89,3_scan/mp-1112609,"['Cs', 'Cs', 'In', 'Cu', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': True, 'energy': 0.5684999999999998, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",2.08200797,False,225
90,3_scan/mp-1300002,"['Ag', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Pd']",True,"{'energy': 0.0, 'direct': False, 'transition': None}",2.16119156,True,1
91,3_scan/mp-1300003,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Ge', 'Ti']",True,"{'direct': False, 'energy': 2.2292999999999994, 'transition': '(0.500,0.500,0.000)-(0.500,0.000,0.000)'}",2.22734757,False,1
92,3_scan/mp-1300049,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Fe', 'Sn']",True,"{'energy': 0.0, 'direct': False, 'transition': None}",3.37467724,True,1
93,3_scan/mp-1112989,"['Cs', 'Cs', 'Na', 'Eu', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': True, 'energy': 6.068499999999999, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-1.14241302,False,225
94,3_scan/mp-1300280,"['Ag', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Mn']",True,"{'energy': 0.0, 'direct': False, 'transition': None}",1.13402318,True,1
95,3_scan/mp-1080017,"['Cs', 'Cs', 'Na', 'La', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': True, 'energy': 5.3950000000000005, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-0.74210967,False,225
96,3_scan/mp-1300184,"['Cs', 'Cs', 'Cs', 'Cs', 'Ca', 'Ca', 'Pd', 'Pd', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': False, 'energy': 1.5132999999999999, 'transition': '(0.000,0.500,0.500)-(0.500,0.500,0.500)'}",0.38650241,False,1
97,3_scan/mp-1300232,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cr', 'Cs', 'Cs', 'Fe']",True,"{'energy': 0.0, 'direct': False, 'transition': None}",3.45537804,True,1
98,3_scan/mp-1300040,"['Ag', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'In']",True,"{'direct': True, 'energy': 1.5548, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",1.11854969,False,1
99,3_scan/mp-1300137,"['Cd', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Ge']",True,"{'direct': False, 'energy': 2.1323, 'transition': '(0.500,0.500,0.000)-(0.500,0.500,0.500)'}",0.88541918,False,1
100,3_scan/mp-1300193,"['Ag', 'Bi', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs']",False,"{'direct': False, 'energy': 2.1652, 'transition': '(0.500,0.000,0.500)-(0.500,0.000,0.000)'}",1.40278689,False,1
101,3_scan/mp-1300269,"['Cs', 'Cs', 'Cs', 'Cs', 'Ba', 'Ba', 'Pt', 'Pt', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': False, 'energy': 2.4527, 'transition': '(0.500,0.000,0.500)-(0.500,0.500,0.000)'}",0.14452702,False,1
102,3_scan/mp-568670,"['Cs', 'Cs', 'Na', 'Tb', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': True, 'energy': 6.1403, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-1.05335947,False,225
103,3_scan/mp-1113361,"['Cs', 'Cs', 'Eu', 'Cu', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': False, 'energy': 3.4403, 'transition': '(0.500,0.500,0.500)-(0.000,0.000,0.000)'}",1.76496858,False,225
104,3_scan/mp-1300090,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Hg', 'Sn']",False,"{'direct': False, 'energy': 0.7104999999999999, 'transition': '(0.500,0.000,0.500)-(0.500,0.000,0.000)'}",1.50386188,False,225
105,3_scan/mp-1112006,"['Cs', 'Cs', 'Na', 'Nd', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': True, 'energy': 5.8803, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-1.15806615,False,225
106,3_scan/mp-1300018,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Na', 'Rh']",True,"{'direct': True, 'energy': 1.6468, 'transition': '(0.500,0.000,0.000)-(0.500,0.000,0.000)'}",0.88670763,False,1
107,3_scan/mp-1080041,"['Cs', 'Cs', 'Na', 'Bi', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",False,"{'direct': False, 'energy': 4.1977, 'transition': '(0.500,0.250,0.750)-(0.500,0.000,0.000)'}",-0.16774789,False,2
108,3_scan/mp-1300105,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Pb', 'Zn']",False,"{'direct': False, 'energy': 3.1213, 'transition': '(0.500,0.500,0.000)-(0.500,0.000,0.000)'}",0.60426024,False,1
109,3_scan/mp-1300068,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Cu', 'Sn']",True,"{'energy': 0.0, 'direct': False, 'transition': None}",2.46875739,True,1
110,3_scan/mp-989571,"['Cs', 'Cs', 'Na', 'In', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': True, 'energy': 3.7455000000000003, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-0.37950256,False,225
111,3_scan/mp-1300087,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Mn', 'Rb']",True,"{'direct': False, 'energy': 0.7674000000000001, 'transition': '(0.500,0.000,0.000)-(0.250,0.250,0.250)'}",-0.47332244,False,87
112,3_scan/mp-1300265,"['Ba', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Pd']",True,"{'direct': False, 'energy': 2.1378000000000004, 'transition': '(-0.500,0.000,0.500)-(0.000,0.500,0.000)'}",-0.03576078,False,1
113,3_scan/mp-1300059,"['Cs', 'Cs', 'Cs', 'Cs', 'Sr', 'Sr', 'Pb', 'Pb', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",False,"{'direct': False, 'energy': 4.8450999999999995, 'transition': '(0.000,0.500,0.500)-(-0.500,0.000,0.000)'}",-0.57336192,False,14
114,3_scan/mp-1112567,"['Cs', 'Cs', 'Na', 'Tm', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': True, 'energy': 6.191000000000001, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-0.99245813,False,225
115,3_scan/mp-1300255,"['Cd', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Sr']",True,"{'direct': True, 'energy': 4.9033, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-1.13289747,False,1
116,3_scan/mp-1300270,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Na', 'Ti']",True,"{'energy': 0.0, 'direct': False, 'transition': None}",2.11457205,True,1
117,3_scan/mp-1300143,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Mg', 'Ti']",True,"{'energy': 0.0, 'direct': False, 'transition': None}",2.92962035,True,1
118,3_scan/mp-1300258,"['Au', 'Bi', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs']",False,"{'direct': False, 'energy': 2.2205, 'transition': '(0.500,0.500,0.500)-(0.500,0.000,0.000)'}",0.99483674,False,1
119,3_scan/mp-1300306,"['Cs', 'Cs', 'Cs', 'Cs', 'Ga', 'Ga', 'Au', 'Au', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': False, 'energy': 2.7531, 'transition': '(-0.500,0.500,0.000)-(0.000,0.000,0.000)'}",0.41489087,False,1
120,3_scan/mp-1112716,"['Cs', 'Cs', 'K', 'Sb', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': True, 'energy': 3.6813000000000002, 'transition': '(0.500,0.000,0.000)-(0.500,0.000,0.000)'}",0.18824146,False,225
121,3_scan/mp-1300093,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Li', 'Ta']",True,"{'energy': 0.0, 'direct': False, 'transition': None}",3.30490573,True,1
122,3_scan/mp-1300257,"['Bi', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Hg']",False,"{'energy': 0.0, 'direct': False, 'transition': None}",1.6845593,True,12
123,3_scan/mp-1300142,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Pd', 'Sr']",True,"{'direct': False, 'energy': 2.0796, 'transition': '(-0.500,0.000,0.500)-(-0.500,-0.500,0.500)'}",-0.17545946,False,1
124,3_scan/mp-1300149,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Rb', 'Tl']",False,"{'direct': False, 'energy': 2.9124, 'transition': '(0.000,0.000,0.500)-(0.000,0.000,0.000)'}",-1.35048537,False,1
125,3_scan/mp-1300107,"['Cs', 'Cs', 'Cs', 'Cs', 'Ba', 'Ba', 'Ge', 'Ge', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'energy': 0.0, 'direct': False, 'transition': None}",-0.00052373,True,14
126,3_scan/mp-1300098,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Rb', 'Sc']",True,"{'direct': False, 'energy': 5.0886, 'transition': '(0.500,0.000,0.000)-(0.500,0.500,0.000)'}",-1.42056928,False,1
127,3_scan/mp-1112624,"['Cs', 'Cs', 'Li', 'Gd', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': True, 'energy': 4.869999999999999, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-0.68097179,False,225
128,3_scan/mp-996943,"['Cs', 'Cs', 'Na', 'In', 'Br', 'Br', 'Br', 'Br', 'Br', 'Br']",True,"{'direct': True, 'energy': 2.4560999999999997, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-0.39644185,False,225
129,3_scan/mp-1113018,"['Cs', 'Cs', 'Li', 'Dy', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': True, 'energy': 6.030600000000001, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-0.66389901,False,225
130,3_scan/mp-1113542,"['Cs', 'Cs', 'Lu', 'Ag', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': False, 'energy': 4.1304, 'transition': '(0.500,0.000,0.000)-(0.000,0.000,0.000)'}",0.44288587,False,225
131,3_scan/mp-1300147,"['Ca', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Ti']",True,"{'energy': 0.0, 'direct': False, 'transition': None}",2.79148843,True,1
132,3_scan/mp-1112940,"['Cs', 'Cs', 'Ag', 'Sb', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': False, 'energy': 1.6135000000000002, 'transition': '(0.500,0.500,0.000)-(0.500,0.000,0.000)'}",2.00256031,False,225
133,3_scan/mp-1300027,"['Cs', 'Cs', 'Cs', 'Cs', 'K', 'K', 'Nb', 'Nb', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': False, 'energy': 0.5352000000000001, 'transition': '(0.500,0.500,0.000)-(-0.200,0.400,0.000)'}",1.77520398,False,1
134,3_scan/mp-1300172,"['Cs', 'Cs', 'Cs', 'Cs', 'Al', 'Al', 'Au', 'Au', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': False, 'energy': 4.0685, 'transition': '(0.500,0.500,0.000)-(0.000,0.000,0.000)'}",-0.50326342,False,1
135,3_scan/mp-1300248,"['Cs', 'Cs', 'Cs', 'Cs', 'K', 'K', 'Y', 'Y', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': False, 'energy': 5.8694999999999995, 'transition': '(-0.500,0.500,0.500)-(0.000,0.000,0.000)'}",-1.62885695,False,14
136,3_scan/mp-1300263,"['Cs', 'Cs', 'Cs', 'Cs', 'Sr', 'Sr', 'Ca', 'Ca', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': False, 'energy': 6.0927, 'transition': '(-0.500,0.500,0.500)-(0.000,0.000,0.000)'}",-1.29938056,False,14
137,3_scan/mp-1112990,"['Cs', 'Cs', 'Na', 'Dy', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': True, 'energy': 6.168699999999999, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-1.02378083,False,225
138,3_scan/mp-1300132,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Sr', 'Zn']",True,"{'direct': True, 'energy': 5.05, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-0.61715967,False,1
139,3_scan/mp-1300233,"['Ag', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Co', 'Cs', 'Cs']",True,"{'energy': 0.0, 'direct': False, 'transition': None}",1.21284953,True,1
140,3_scan/mp-1300084,"['Ag', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Tl']",False,"{'energy': 0.0, 'direct': False, 'transition': None}",1.10956948,True,1
141,3_scan/mp-1300139,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Li', 'Tl']",False,"{'direct': True, 'energy': 2.0463, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-0.24384454,False,1
142,3_scan/mp-1112531,"['Cs', 'Cs', 'Rb', 'Al', 'Br', 'Br', 'Br', 'Br', 'Br', 'Br']",True,"{'direct': True, 'energy': 4.0696, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-0.69385412,False,225
143,3_scan/mp-1300014,"['Ba', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Ni']",True,"{'direct': False, 'energy': 3.5016, 'transition': '(-0.167,0.000,0.143)-(0.000,0.000,0.429)'}",-0.58185186,False,1
144,3_scan/mp-1113592,"['Cs', 'Cs', 'Gd', 'Ag', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': False, 'energy': 3.7988, 'transition': '(0.500,0.000,0.000)-(0.000,0.000,0.000)'}",0.46356332,False,225
145,3_scan/mp-1112904,"['Cs', 'Cs', 'In', 'Hg', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",False,"{'energy': 0.0, 'direct': False, 'transition': None}",1.97072941,True,225
146,3_scan/mp-1300037,"['Ag', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Sb']",True,"{'direct': False, 'energy': 1.6102, 'transition': '(0.500,0.500,0.500)-(0.500,0.000,0.500)'}",1.99768474,False,1
147,3_scan/mp-1300064,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Na', 'Sc']",True,"{'direct': True, 'energy': 4.850700000000001, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-0.65087969,False,1
148,3_scan/mp-1300055,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Co', 'Cs', 'Cs', 'K']",True,"{'energy': 0.0, 'direct': False, 'transition': None}",-0.14402946,True,1
149,3_scan/mp-1300052,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Hg', 'Mg']",False,"{'direct': True, 'energy': 2.2187, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-0.43123518,False,225
150,3_scan/mp-1300130,"['Cs', 'Cs', 'Cs', 'Cs', 'Rb', 'Rb', 'Ga', 'Ga', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': False, 'energy': 4.1821, 'transition': '(-0.500,0.500,0.500)-(0.000,0.000,0.000)'}",-0.91801058,False,14
151,3_scan/mp-1300019,"['Au', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Ni']",True,"{'energy': 0.0, 'direct': False, 'transition': None}",1.25598345,True,139
152,3_scan/mp-1300273,"['Ca', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Mn']",True,"{'direct': False, 'energy': 5.2501, 'transition': '(0.500,0.500,0.500)-(0.000,0.000,0.000)'}",0.07029334,False,1
153,3_scan/mp-1112671,"['Cs', 'Cs', 'Li', 'Sm', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': True, 'energy': 5.782, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-0.73892951,False,225
154,3_scan/mp-1112620,"['Cs', 'Cs', 'In', 'Au', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'energy': 0.0, 'direct': False, 'transition': None}",1.78260367,True,225
155,3_scan/mp-1300088,"['Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cs', 'Cs', 'Pb', 'Pd']",False,"{'energy': 0.0, 'direct': False, 'transition': None}",2.06545281,True,1
156,3_scan/mp-1205683,"['Cs', 'Cs', 'K', 'Cr', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': True, 'energy': 2.0972999999999997, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",-0.66797188,False,225
157,3_scan/mp-1112917,"['Cs', 'Cs', 'Er', 'Cu', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",True,"{'direct': False, 'energy': 3.3665999999999996, 'transition': '(0.500,0.000,0.000)-(0.000,0.000,0.000)'}",1.79470411,False,225
158,3_scan/mp-1112502,"['Cs', 'Cs', 'Tl', 'As', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']",False,"{'direct': True, 'energy': 1.6692, 'transition': '(0.000,0.000,0.000)-(0.000,0.000,0.000)'}",1.75012713,False,166
